Order,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Condition_1,Condition_2,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod/Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,1st_Flr_SF,2nd_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,3Ssn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,Sale_Condition,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Bldg_Type_2fmCon,Bldg_Type_Duplex,Bldg_Type_Twnhs,Bldg_Type_TwnhsE,Gr_Liv_Area_scaled,SalePrice_scaled,price_per_sqft,quality_area,SalePrice_log,house_age,age_group
1575,916382120,20,RL,71.0,9520,Pave,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,338.0,4,TA,PConc,Gd,TA,Gd,GLQ,1513.0,Unf,0.0,125.0,1638.0,GasA,Ex,Y,SBrkr,1646,0,0,1646,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,RFn,3.0,800.0,TA,TA,Y,192,44,0,0,0,0,,,,0,4,2008,New,Partial,293077.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.2894796389034427,1.4872192869184806,177.94596235579843,13168,12.588194064175278,18,Mid
1576,916384100,60,RL,107.0,12852,Pave,IR1,HLS,AllPub,Corner,Gtl,Norm,Norm,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,TA,PConc,Gd,TA,Av,GLQ,770.0,Unf,0.0,150.0,920.0,GasA,Ex,Y,SBrkr,920,860,0,1780,1.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2.0,612.0,TA,TA,Y,0,192,0,0,0,0,,,,0,1,2008,New,Partial,264966.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5546043005476484,1.1176373184026633,148.77372262773721,14240,12.48736056891218,18,Mid
1577,916386040,80,RL,73.0,9802,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,SLvl,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,352.0,352.0,GasA,Gd,Y,SBrkr,712,730,0,1442,0.0,0.0,2,1,3,1,TA,6,Typ,0,,BuiltIn,2007.0,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,,,,0,4,2008,WD ,Normal,172500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.11414298031609449,-0.09803506254371169,119.54261954261955,7210,12.058158312538197,19,Mid
1578,916386080,80,RL,73.0,9735,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,SLvl,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Gd,Y,,754,640,0,1394,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,BuiltIn,2007.0,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,,,,0,5,2008,WD ,Normal,167500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.2091130083677503,-0.16377124562432377,120.07168458781362,6970,12.02874460037869,19,Mid
1579,916386180,60,RL,81.0,12018,Pave,IR1,HLS,AllPub,Corner,Gtl,Norm,Norm,2Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,4,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Ex,Y,SBrkr,796,816,0,1612,0.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,2008.0,Fin,3.0,666.0,TA,TA,Y,0,64,0,0,0,0,,,,0,10,2008,New,Partial,218689.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.22220920236685315,0.5092226495183665,135.57904525728458,11284,12.295410480882369,17,Mid
1580,916402015,20,RL,75.0,12890,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,6,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,128.0,3,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1495.0,1495.0,GasA,Ex,Y,SBrkr,1495,0,0,1495,0.0,0.0,2,0,3,1,TA,8,Typ,1,TA,Attchd,1989.0,Unf,2.0,438.0,TA,TA,Y,252,0,192,0,0,0,,,,0,7,2008,WD ,Normal,150000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.00928024100905787,-0.393847886406466,100.26737967914438,8970,11.918397239722838,36,Old
1581,916402115,20,RL,47.0,12416,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,6,5,1986,1986,Gable,CompShg,VinylSd,Plywood,Stone,132.0,3,TA,CBlock,Gd,Fa,No,ALQ,1398.0,LwQ,208.0,0.0,1606.0,GasA,TA,Y,SBrkr,1651,0,0,1651,1.0,0.0,2,0,3,1,TA,7,Min2,1,TA,Attchd,1986.0,Fin,2.0,616.0,TA,TA,Y,192,0,0,0,0,0,,,,0,11,2008,WD ,Normal,184000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.29937235015882346,0.05315815854169606,111.38014527845036,9906,12.122696471358964,39,Old
1582,916402215,20,RL,93.0,18265,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Story,6,5,1986,1986,Gable,CompShg,Plywood,HdBoard,BrkFace,228.0,4,Gd,CBlock,Gd,Gd,Av,GLQ,920.0,Rec,60.0,276.0,1256.0,GasA,Ex,Y,SBrkr,1256,0,0,1256,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1986.0,Unf,2.0,578.0,TA,TA,Y,282,0,0,0,0,0,,,,0,3,2008,WD ,Normal,180000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.48215183901626074,0.0005692120772064067,143.1980906921241,7536,12.100717685412471,39,Old
1583,916403230,80,RL,85.0,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,4,TA,CBlock,Gd,TA,Av,GLQ,783.0,Unf,0.0,678.0,1461.0,GasA,Ex,Y,SBrkr,1509,0,0,1509,1.0,0.0,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1988.0,RFn,2.0,600.0,TA,TA,Y,224,0,0,0,0,0,,,,0,8,2008,WD ,Abnorml,175000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.018419350506008406,-0.06516697100340565,115.89403973509934,9054,12.07254696717504,37,Old
1584,916455120,20,RL,82.0,11202,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,206.0,4,TA,PConc,Ex,TA,Av,GLQ,1029.0,Unf,0.0,403.0,1432.0,GasA,Ex,Y,SBrkr,1440,0,0,1440,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2.0,467.0,TA,TA,Y,185,95,0,0,0,0,,,,0,6,2008,WD ,Normal,232500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.11810006481824681,0.6907991344236332,161.34628730048578,11520,12.356649805075568,22,Mid
1585,916460060,20,RL,68.0,7915,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,6,5,1999,2000,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,TA,PConc,Ex,TA,Mn,GLQ,1223.0,Unf,0.0,443.0,1666.0,GasA,Ex,Y,SBrkr,1675,0,0,1675,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1999.0,RFn,2.0,435.0,TA,TA,Y,165,52,0,0,0,0,,,,0,12,2008,WD ,Normal,195000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.3468573641846514,0.19777776131904262,116.34844868735084,10050,12.180759965737863,26,Mid
1586,916477020,60,RL,85.0,12244,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,226.0,4,TA,PConc,Gd,TA,Gd,GLQ,871.0,Unf,0.0,611.0,1482.0,GasA,Ex,Y,SBrkr,1482,780,0,2262,1.0,0.0,2,1,4,1,Gd,10,Typ,2,Gd,Attchd,2003.0,Fin,3.0,749.0,TA,TA,Y,168,0,0,0,0,0,,,,0,8,2008,WD ,Normal,305000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.5082616655663588,1.6439737890925081,134.77684489615555,18096,12.628070334272698,22,Mid
1587,921126030,20,RL,79.0,11449,Pave,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,TA,PConc,Gd,TA,Av,GLQ,1011.0,Unf,0.0,873.0,1884.0,GasA,Ex,Y,SBrkr,1728,0,0,1728,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,Fin,2.0,520.0,TA,TA,Y,0,276,0,0,0,0,,,,0,1,2008,WD ,Normal,298751.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.451720103491688,1.561816707478359,172.7883169462117,13824,12.607369076766119,18,Mid
1588,921201060,20,RL,85.0,11447,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,674.0,4,TA,PConc,Ex,TA,Av,GLQ,1571.0,Unf,0.0,393.0,1964.0,GasA,Ex,Y,SBrkr,1964,0,0,1964,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,3.0,892.0,TA,TA,Y,0,265,0,0,0,0,,,,0,6,2008,WD ,Normal,370000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9186560747456624,2.498544169140465,188.29516539440203,15712,12.821260987319457,20,Mid
1589,923202005,90,RM,97.0,8940,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,3,Gd,PConc,Gd,Gd,Gd,GLQ,1309.0,Unf,0.0,35.0,1344.0,GasA,Ex,Y,SBrkr,1344,0,0,1344,2.0,0.0,2,0,2,2,TA,8,Typ,0,,Attchd,1997.0,Fin,4.0,784.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2008,WD ,Alloca,209200.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.3080401209215584,0.38446852126798087,155.53903345724908,9408,12.251050791276203,28,Mid
1590,923202015,90,RM,78.0,7060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,3,Gd,PConc,Gd,Gd,Gd,GLQ,1309.0,Unf,0.0,35.0,1344.0,GasA,Ex,Y,SBrkr,1344,0,0,1344,2.0,0.0,2,0,2,2,TA,8,Typ,0,,Attchd,1997.0,Fin,4.0,784.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2008,WD ,Alloca,206300.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.3080401209215584,0.3463415350812259,153.3828996282528,9408,12.237091546357338,28,Mid
1591,923202137,20,RL,77.0,9278,Pave,Reg,Lvl,AllPub,FR2,Gtl,Feedr,Artery,1Story,5,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1092.0,1092.0,GasA,Ex,Y,SBrkr,1092,0,0,1092,0.0,0.0,1,0,2,1,TA,5,Typ,0,,,,,0.0,0.0,,,Y,0,52,0,0,0,0,,,,0,2,2008,WD ,Abnorml,146000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.8066327681927514,-0.44643683287095565,133.57731015553523,5460,11.891368749982085,18,Mid
1592,923203140,120,RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197.0,3,TA,PConc,Ex,TA,No,GLQ,864.0,Unf,0.0,325.0,1189.0,GasA,Ex,Y,SBrkr,1189,0,0,1189,1.0,0.0,2,0,2,1,TA,4,Typ,0,,Attchd,1997.0,RFn,2.0,392.0,TA,TA,Y,0,122,0,0,0,0,,,,0,4,2008,WD ,Normal,160500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.6147141698383636,-0.25580190193718066,134.87394957983193,7134,11.986055452062393,28,Mid
1593,923204040,85,RL,150.0,14137,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,SFoyer,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,3,TA,CBlock,Gd,TA,Av,ALQ,865.0,LwQ,247.0,88.0,1200.0,GasA,Gd,Y,SBrkr,1200,0,0,1200,1.0,0.0,1,0,3,1,TA,6,Typ,0,,2Types,1964.0,Fin,3.0,850.0,TA,TA,Y,0,119,0,0,171,0,,,,0,11,2008,ConLD,Normal,173000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.5929502050765258,-0.09146144423565049,144.0466278101582,4800,12.06105265381003,61,Old
1594,923225080,120,RM,68.0,4224,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,5,6,1975,1975,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,TA,PConc,Gd,TA,No,GLQ,769.0,Unf,0.0,271.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,0,1040,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1975.0,Unf,2.0,499.0,TA,TA,Y,0,100,0,0,0,0,,,,0,6,2008,WD ,Normal,124000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.9095169652487118,-0.7356760384256488,119.11623439000961,5200,11.728044909070785,50,Old
1595,923225150,160,RM,68.0,2665,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,264.0,264.0,GasA,TA,Y,SBrkr,616,688,0,1304,0.0,0.0,1,1,3,1,TA,4,Typ,1,Gd,BuiltIn,1976.0,Fin,1.0,336.0,TA,TA,Y,141,24,0,0,0,0,,,,0,6,2008,WD ,Normal,115000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.3871818109646049,-0.8540011679707504,88.12260536398468,6520,11.652696102959753,49,Old
1596,923225200,160,RM,41.0,2665,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,TA,PConc,Gd,TA,No,ALQ,318.0,Unf,0.0,232.0,550.0,GasA,TA,Y,SBrkr,925,550,0,1475,0.0,0.0,2,0,4,1,TA,6,Typ,1,TA,Attchd,1976.0,Unf,1.0,336.0,TA,TA,Y,92,26,0,0,0,0,,,,0,5,2008,WD ,Normal,129500.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.04885108603058112,-0.6633662370369755,87.73712737127371,7375,11.771443882099637,49,Old
1597,923225310,180,RM,21.0,1974,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,SFoyer,4,7,1973,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,Gd,CBlock,Gd,TA,Av,GLQ,501.0,Unf,0.0,25.0,526.0,GasA,Gd,Y,SBrkr,526,462,0,988,1.0,0.0,1,0,2,1,TA,5,Typ,0,,BuiltIn,1973.0,RFn,1.0,297.0,TA,TA,Y,120,101,0,0,0,0,,,,0,6,2008,WD ,Normal,105000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.0124011623046723,-0.9854735341319746,106.16784630940344,3952,11.561725152903833,52,Old
1598,923225370,180,RM,21.0,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,SLvl,4,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,TA,CBlock,Gd,TA,Gd,GLQ,437.0,Unf,0.0,25.0,462.0,GasA,TA,Y,SBrkr,526,462,0,988,1.0,0.0,1,0,1,1,TA,4,Typ,1,Po,BuiltIn,1973.0,RFn,1.0,297.0,TA,TA,Y,0,101,0,120,0,0,,GdWo,,0,7,2008,WD ,Normal,94900.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.0124011623046723,-1.118260623954811,95.95551061678464,3952,11.460589521950299,52,Old
1599,923227030,20,RL,68.0,17979,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,3,Gd,CBlock,TA,TA,No,ALQ,785.0,Unf,0.0,328.0,1113.0,GasA,Ex,Y,SBrkr,1160,0,0,1160,1.0,0.0,1,0,3,1,Gd,6,Typ,0,,Attchd,1968.0,Unf,1.0,257.0,TA,TA,Y,81,0,0,0,0,0,,GdWo,Shed,500,2,2008,WD ,Normal,152500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.6720918951195723,-0.36097979486615994,131.3522825150732,5800,11.934926432385152,57,Old
1600,923228080,160,RM,21.0,1477,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2Story,6,9,1970,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,Gd,CBlock,TA,TA,No,GLQ,358.0,Unf,0.0,188.0,546.0,GasA,Ex,Y,SBrkr,546,546,0,1092,0.0,0.0,2,1,3,1,TA,6,Typ,0,,,,,0.0,0.0,,,Y,187,0,0,0,0,0,,,,0,3,2008,WD ,Normal,98000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.8066327681927514,-1.0775041904448315,89.66148215919488,6552,11.49273296168228,55,Old
1601,923228420,180,RM,21.0,1890,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,Gd,CBlock,Gd,TA,Av,ALQ,495.0,Unf,0.0,135.0,630.0,GasA,Gd,Y,SBrkr,630,0,0,630,1.0,0.0,1,0,1,1,TA,3,Typ,0,,,,,0.0,0.0,,,Y,88,0,0,0,0,0,,,,0,6,2008,WD ,Normal,81000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.7207192881899385,-1.3010072129189125,128.36767036450078,2520,11.302216779257382,53,Old
1602,923250210,20,RL,100.0,21750,Pave,Reg,HLS,AllPub,Inside,Mod,Artery,Norm,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,988.0,988.0,GasA,Ex,Y,FuseA,988,0,0,988,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Attchd,1954.0,RFn,2.0,520.0,TA,TA,N,0,0,0,0,0,0,,,,0,2,2008,WD ,Normal,113000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.0124011623046723,-0.8802956412029953,114.25682507583417,4940,11.635151947212842,71,Old
1603,923252100,20,RL,59.0,6490,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,Gd,CBlock,TA,TA,No,GLQ,534.0,Unf,0.0,282.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,816,0.0,1.0,1,0,2,1,TA,4,Typ,0,,Attchd,1983.0,Unf,1.0,264.0,TA,TA,Y,315,0,0,0,0,0,,GdWo,,0,4,2008,WD ,Normal,128500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.3527104294897723,-0.6765134736530979,157.2827417380661,4080,11.763691965388299,42,Old
1604,923275090,20,RL,37.0,6951,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,3,TA,CBlock,TA,TA,No,ALQ,658.0,Unf,0.0,218.0,876.0,GasA,TA,Y,SBrkr,923,0,0,923,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1984.0,Unf,1.0,264.0,TA,TA,Y,362,0,0,0,0,0,,MnPrv,,0,10,2008,WD ,Normal,119500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1410064086246228,-0.7948386031981997,129.32900432900433,4615,11.691080018519527,41,Old
1605,923277030,20,RL,60.0,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,Gd,CBlock,TA,TA,No,ALQ,641.0,Unf,0.0,175.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,816,0.0,1.0,1,0,3,1,Gd,5,Typ,1,Ex,Attchd,1982.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,10,2008,WD ,Normal,130500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.3527104294897723,-0.650219000420853,159.73072215422278,4080,11.779136168550774,43,Old
1606,923277040,20,RL,60.0,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,Gd,PConc,TA,Gd,No,GLQ,816.0,Unf,0.0,0.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1985.0,Fin,2.0,816.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,WD ,Normal,138000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.3527104294897723,-0.551614725799935,168.9106487148103,4080,11.835016210489899,43,Old
1607,923277080,20,RL,60.0,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0.0,3,TA,CBlock,TA,TA,No,GLQ,638.0,Unf,0.0,207.0,845.0,GasA,Gd,Y,SBrkr,845,0,0,845,0.0,0.0,1,0,3,1,Gd,6,Typ,0,,Attchd,1982.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD ,Normal,134500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.2953327042085636,-0.5976300539563634,158.98345153664303,4225,11.80932691294063,43,Old
1608,923400040,50,RL,75.0,12508,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,TA,CBlock,Gd,TA,Mn,ALQ,660.0,Unf,0.0,323.0,983.0,GasA,Ex,Y,SBrkr,983,767,0,1750,1.0,0.0,2,0,4,1,TA,7,Mod,0,,Attchd,1989.0,Unf,1.0,423.0,TA,TA,Y,245,0,156,0,0,0,,,Shed,1300,7,2008,WD ,Normal,160000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4952480330153636,-0.26237552024524186,91.37635636778984,10500,11.982935344196433,85,Old
